name,img_links
Captain Swordfish Nose,https://static.wikia.nocookie.net/superheroes/images/4/4d/Captain_Swordfish_Nose.jpg/revision/latest/scale-to-width-down/250?cb=20170707180229
Captain Triumph,https://static.wikia.nocookie.net/superheroes/images/0/04/Captain_Triumph.jpg/revision/latest/scale-to-width-down/250?cb=20141014204937
Captain Underpants,https://static.wikia.nocookie.net/superheroes/images/7/73/Captain_Underpants.jpg/revision/latest/scale-to-width-down/250?cb=20140503003453
Captain Vegetable,https://static.wikia.nocookie.net/superheroes/images/b/b0/Captain_Vegetable.jpg/revision/latest/scale-to-width-down/250?cb=20171026000001
Casey Jones,https://static.wikia.nocookie.net/superheroes/images/4/4c/Casey_Jones.jpg/revision/latest?cb=20180221184303
Catboy (The Aquabats),https://static.wikia.nocookie.net/superheroes/images/e/e3/Catboy.png/revision/latest/scale-to-width-down/350?cb=20191027160219
Catwoman (Earth-Two),https://static.wikia.nocookie.net/superheroes/images/0/0a/Catwoman_Earth_Two.jpg/revision/latest/scale-to-width-down/250?cb=20231026163606
Catwoman in other media,https://static.wikia.nocookie.net/superheroes/images/1/13/Catwomen.jpg/revision/latest/scale-to-width-down/180?cb=20160412074911
Cavey Jr.,https://static.wikia.nocookie.net/superheroes/images/0/0e/Cavey_Jr.png/revision/latest/scale-to-width-down/250?cb=20170820155336
Category:Celebrity Superheroes,https://static.wikia.nocookie.net/superheroes/images/8/8a/Celebrity_Superhero.png/revision/latest/scale-to-width-down/342?cb=20190523224825
Cerdotado,https://static.wikia.nocookie.net/superheroes/images/a/a1/Cerdatado.jpg/revision/latest?cb=20180525142157
Chain Lightning,https://static.wikia.nocookie.net/superheroes/images/a/aa/Chain_Lightning.jpg/revision/latest/scale-to-width-down/250?cb=20140727165345
Chainsaw Vigilante,https://static.wikia.nocookie.net/superheroes/images/6/67/Chainsaw_Vigilante.jpg/revision/latest/scale-to-width-down/250?cb=20161030043308
Chamber,https://static.wikia.nocookie.net/superheroes/images/5/57/Chamber.jpg/revision/latest?cb=20230913210426
Champions (Hero Universe),https://static.wikia.nocookie.net/superheroes/images/d/dd/Champions.jpg/revision/latest/scale-to-width-down/250?cb=20170223162153
Champions of Angor,https://static.wikia.nocookie.net/superheroes/images/f/fa/The_Champions_of_Angor.jpeg/revision/latest/scale-to-width-down/250?cb=20220718211733
Chapulín Colorado,https://static.wikia.nocookie.net/superheroes/images/a/ae/EC5DDE19-FBFC-45F7-89FB-B99731566E80.jpeg/revision/latest/scale-to-width-down/250?cb=20191219040946
Charlie-27,https://static.wikia.nocookie.net/superheroes/images/c/c5/Charlie27.jpg/revision/latest/scale-to-width-down/250?cb=20230605184750
Chickenman,https://static.wikia.nocookie.net/superheroes/images/5/55/Chickenman.jpg/revision/latest/scale-to-width-down/250?cb=20140411151139
Category:Child Superheroes,https://static.wikia.nocookie.net/superheroes/images/4/40/Child_Superhero.jpg/revision/latest/scale-to-width-down/308?cb=20190708225733
Cimfet Tau,https://static.wikia.nocookie.net/superheroes/images/2/2d/Cimfet_Tau.jpg/revision/latest/scale-to-width-down/250?cb=20200120183157
Citizen V,https://static.wikia.nocookie.net/superheroes/images/1/13/Citizen_V.jpg/revision/latest/scale-to-width-down/250?cb=20150427080605
ClanDestine,https://static.wikia.nocookie.net/superheroes/images/f/fb/ClanDestine.jpg/revision/latest/scale-to-width-down/250?cb=20150418134917
"Cleft, the Boy Chin Wonder",https://static.wikia.nocookie.net/superheroes/images/6/60/Cleft.jpg/revision/latest/scale-to-width-down/250?cb=20140123111230
Cleopatra,https://static.wikia.nocookie.net/superheroes/images/8/85/Cleopatra.jpg/revision/latest/scale-to-width-down/250?cb=20141008170935
Cloak,https://static.wikia.nocookie.net/superheroes/images/5/56/Cloak.jpg/revision/latest/scale-to-width-down/250?cb=20140528011948
Clobber Girl,https://static.wikia.nocookie.net/superheroes/images/d/dd/Clobber_Girl.jpg/revision/latest/scale-to-width-down/250?cb=20140301022245
Club of Heroes,https://static.wikia.nocookie.net/superheroes/images/4/4a/Club_of_Heroes.jpg/revision/latest/scale-to-width-down/250?cb=20180809141347
Clubhouse Heroes,https://static.wikia.nocookie.net/superheroes/images/5/55/Clubhouse_Heroes.jpg/revision/latest/scale-to-width-down/250?cb=20220711122155
Cockroach,https://static.wikia.nocookie.net/superheroes/images/0/0d/Cockroach.jpg/revision/latest/scale-to-width-down/250?cb=20150329124130
Codename: Black,https://static.wikia.nocookie.net/superheroes/images/2/24/Codename_Black.jpg/revision/latest/scale-to-width-down/250?cb=20140904020002
Coil-Man,https://static.wikia.nocookie.net/superheroes/images/4/4a/Coil-Man.jpg/revision/latest?cb=20180705004252
Colossus,https://static.wikia.nocookie.net/superheroes/images/b/b5/ColossusMarvel.jpg/revision/latest?cb=20230904172404
Combo Man,https://static.wikia.nocookie.net/superheroes/images/6/6f/Combo_Man.jpeg/revision/latest/scale-to-width-down/250?cb=20221023013005
Comedian,https://static.wikia.nocookie.net/superheroes/images/a/aa/Comedian.jpg/revision/latest?cb=20140922185921
Comet,https://static.wikia.nocookie.net/superheroes/images/7/7c/The_Comet_.png/revision/latest/scale-to-width-down/250?cb=20230731181609
Comet (DC Universe),https://static.wikia.nocookie.net/superheroes/images/1/1d/Super_horse.jpg/revision/latest/scale-to-width-down/250?cb=20160829081801
Comet (Greg Dickering),https://static.wikia.nocookie.net/superheroes/images/a/a5/Comet_Greg.jpg/revision/latest/scale-to-width-down/250?cb=20230802161553
Comet (Rob Connors),https://static.wikia.nocookie.net/superheroes/images/e/e9/Comet_Rob.jpg/revision/latest/scale-to-width-down/250?cb=20230802154714
Commander Cash,https://static.wikia.nocookie.net/superheroes/images/0/08/Commander_Cash.jpg/revision/latest/scale-to-width-down/250?cb=20170909191634
Commander Safeguard,https://static.wikia.nocookie.net/superheroes/images/7/79/20080119_e04.jpg/revision/latest?cb=20130227062221
Concrete,https://static.wikia.nocookie.net/superheroes/images/4/44/Concrete.jpg/revision/latest/scale-to-width-down/250?cb=20150121124302
Condorman,https://static.wikia.nocookie.net/superheroes/images/d/dc/Condorman.jpg/revision/latest/scale-to-width-down/250?cb=20161222132815
Congorilla,https://static.wikia.nocookie.net/superheroes/images/c/c3/Congorilla.jpg/revision/latest/scale-to-width-down/250?cb=20141222060803
Coon,https://static.wikia.nocookie.net/superheroes/images/7/76/Coon.jpg/revision/latest/scale-to-width-down/250?cb=20110621031651
Copperhead (The Mysterious Doctor Satan),https://static.wikia.nocookie.net/superheroes/images/a/af/The_Copperhead.jpg/revision/latest?cb=20161002041431
Cosmic Boy,https://static.wikia.nocookie.net/superheroes/images/5/51/Cosmic_Boy.jpg/revision/latest/scale-to-width-down/250?cb=20230428023921
Courageous Cat,https://static.wikia.nocookie.net/superheroes/images/e/ea/Courageous_Cat.jpg/revision/latest?cb=20160524052718
Cowgirl,https://static.wikia.nocookie.net/superheroes/images/a/a8/Cowgirl.jpg/revision/latest/scale-to-width-down/250?cb=20111121143110
Crash Nebula,https://static.wikia.nocookie.net/superheroes/images/f/f9/CrashNebula.png/revision/latest/scale-to-width-down/250?cb=20140113005948
Creeper,https://static.wikia.nocookie.net/superheroes/images/3/3b/Creeper.jpg/revision/latest/scale-to-width-down/250?cb=20161210130825
Crimson Chin,https://static.wikia.nocookie.net/superheroes/images/4/4a/Crimson_Chin.webp/revision/latest/scale-to-width-down/250?cb=20230604145051
Crusaders Action League,https://static.wikia.nocookie.net/superheroes/images/4/45/The_Crusaders_Action_League.png/revision/latest/scale-to-width-down/250?cb=20220718212914
Cybersix,https://static.wikia.nocookie.net/superheroes/images/2/26/Cybersix.jpg/revision/latest/scale-to-width-down/396?cb=20181025003529
Cyclops,https://static.wikia.nocookie.net/superheroes/images/4/44/Cyclops.jpg/revision/latest?cb=20230822173705
Danger Force,https://static.wikia.nocookie.net/superheroes/images/5/58/The_Danger_Force.jpeg/revision/latest/scale-to-width-down/250?cb=20221113131704
Daredevil,https://static.wikia.nocookie.net/superheroes/images/7/7f/Daredevil.jpg/revision/latest/scale-to-width-down/250?cb=20140119031648
Daredevil (Ultimate Marvel Comics),https://static.wikia.nocookie.net/superheroes/images/9/97/Ultimate_Daredevil.jpg/revision/latest/scale-to-width-down/250?cb=20141209083206
Daredevil in other media,https://static.wikia.nocookie.net/superheroes/images/a/a9/Daredevil_Other_Media.jpg/revision/latest/scale-to-width-down/398?cb=20170219144933
Dark Talon,https://static.wikia.nocookie.net/superheroes/images/5/5f/Dark_Talon.jpeg/revision/latest/scale-to-width-down/250?cb=20230116161212
Dark Watch,https://static.wikia.nocookie.net/superheroes/images/6/6d/Dark_Watch.jpg/revision/latest/scale-to-width-down/180?cb=20221227013142
Darkman,https://static.wikia.nocookie.net/superheroes/images/a/a9/Darkman1.jpg/revision/latest/scale-to-width-down/250?cb=20151014051839
Darkwarrior Duck,https://static.wikia.nocookie.net/superheroes/images/0/03/Darkwarrior_Duck.jpg/revision/latest/scale-to-width-down/250?cb=20151203065432
Darkwing Duck,https://static.wikia.nocookie.net/superheroes/images/4/46/Darkwing_Duck.jpg/revision/latest/scale-to-width-down/250?cb=20140301083748
Dash Parr,https://static.wikia.nocookie.net/superheroes/images/2/20/Dash.jpg/revision/latest/scale-to-width-down/250?cb=20141104103843
David Dunn,https://static.wikia.nocookie.net/superheroes/images/e/ef/Unbreakable.png/revision/latest/scale-to-width-down/250?cb=20140125062131
Dazzler,https://static.wikia.nocookie.net/superheroes/images/c/ca/Dazzler.jpg/revision/latest?cb=20230625033819
Dead Girl,https://static.wikia.nocookie.net/superheroes/images/5/5d/Dead_Girl.jpg/revision/latest/scale-to-width-down/180?cb=20160606024552
Decency Squad,https://static.wikia.nocookie.net/superheroes/images/2/2f/Decency_Squad.jpg/revision/latest/scale-to-width-down/180?cb=20211208011515
Defender,https://static.wikia.nocookie.net/superheroes/images/0/07/Defender.jpg/revision/latest/scale-to-width-down/250?cb=20160804123402
Defenders of Dynatron City,https://static.wikia.nocookie.net/superheroes/images/2/29/The_Defenders_of_Dynatron_City.jpeg/revision/latest/scale-to-width-down/250?cb=20220719204309
Dependables,https://static.wikia.nocookie.net/superheroes/images/9/95/The_Dependables.png/revision/latest/scale-to-width-down/250?cb=20220718212801
Detective Chimp,https://static.wikia.nocookie.net/superheroes/images/7/74/Det_chimp_small.jpg/revision/latest/scale-to-width-down/250?cb=20140223234745
Diamond Lil,https://static.wikia.nocookie.net/superheroes/images/b/bc/Diamond_Lil.jpg/revision/latest?cb=20150206070607
Divinity,https://static.wikia.nocookie.net/superheroes/images/f/f7/Divinity.jpg/revision/latest/scale-to-width-down/250?cb=20170130141156
Dkrtzy RRR,https://static.wikia.nocookie.net/superheroes/images/2/21/Dkrtz_rrr.jpg/revision/latest?cb=20170302011845
Doc Horror,https://static.wikia.nocookie.net/superheroes/images/f/fb/Doc_Horror.jpg/revision/latest/scale-to-width-down/250?cb=20160927043544
Doc Samson,https://static.wikia.nocookie.net/superheroes/images/4/4d/Doc_Samson.jpg/revision/latest/scale-to-width-down/250?cb=20140926030911
Doc Savage,https://static.wikia.nocookie.net/superheroes/images/b/be/Doc_Savage.jpg/revision/latest/scale-to-width-down/250?cb=20170103005554
Doctor Fate,https://static.wikia.nocookie.net/superheroes/images/e/ef/Dr_fate_male_version.jpg/revision/latest/scale-to-width-down/250?cb=20140930231438
Doctor Manhattan,https://static.wikia.nocookie.net/superheroes/images/a/af/Manhattan.jpg/revision/latest/scale-to-width-down/250?cb=20140609004000
Doctor Strange,https://static.wikia.nocookie.net/superheroes/images/5/55/Doctor_Strange.jpg/revision/latest/scale-to-width-down/330?cb=20140212030203
Dog Star Patrol,https://static.wikia.nocookie.net/superheroes/images/3/3d/Dog_Star_Patrol.jpeg/revision/latest/scale-to-width-down/250?cb=20230723124008
Doll Man,https://static.wikia.nocookie.net/superheroes/images/e/ee/Doll_Man.jpg/revision/latest/scale-to-width-down/250?cb=20140404033628
Dollar Bill,https://static.wikia.nocookie.net/superheroes/images/1/14/Dollarbill.jpg/revision/latest/scale-to-width-down/250?cb=20140202051724
Dolphin,https://static.wikia.nocookie.net/superheroes/images/8/8d/Dolphin1.png/revision/latest/scale-to-width-down/250?cb=20140424220054
Donatello,https://static.wikia.nocookie.net/superheroes/images/1/11/Donatello.jpg/revision/latest/scale-to-width-down/250?cb=20140909173320
Doom's IV,https://static.wikia.nocookie.net/superheroes/images/7/72/DoomsIV.jpg/revision/latest/scale-to-width-down/250?cb=20140115131304
Doorman,https://static.wikia.nocookie.net/superheroes/images/b/b5/Disambiguation.png/revision/latest/scale-to-width-down/250?cb=20180601180333
Doorman (Miraculous World),https://static.wikia.nocookie.net/superheroes/images/8/8a/Doorman_%28Miraculous_World%29.jpeg/revision/latest/scale-to-width-down/250?cb=20230606123753
Doorman (The Tick),https://static.wikia.nocookie.net/superheroes/images/6/63/Doorman.jpg/revision/latest/scale-to-width-down/250?cb=20140824165016
Dove,https://static.wikia.nocookie.net/superheroes/images/2/29/Dove.jpg/revision/latest/scale-to-width-down/250?cb=20170729122846
Dr. Jekyll and Mr. Hyde,https://static.wikia.nocookie.net/superheroes/images/1/1d/895F60F0-D57B-4E61-ACD2-16F450CE7AD2.jpeg/revision/latest/scale-to-width-down/278?cb=20200425011427
Dr. Orpheus,https://static.wikia.nocookie.net/superheroes/images/5/59/Dr_Byron_Orpheus.webp/revision/latest/scale-to-width-down/180?cb=20230305013544
Dracula (Dell Comics),https://static.wikia.nocookie.net/superheroes/images/e/ee/Dracula_Dell.jpg/revision/latest/scale-to-width-down/250?cb=20161030021048
Dragon Kid,https://static.wikia.nocookie.net/superheroes/images/6/63/Dragon_Kid.jpeg/revision/latest/scale-to-width-down/250?cb=20230512161215
Dragonfly (Superhero Movie),https://static.wikia.nocookie.net/superheroes/images/0/01/Dragonfly_%28Superhero_Movie%29.jpeg/revision/latest/scale-to-width-down/250?cb=20230401152327
Drak Pack,https://static.wikia.nocookie.net/superheroes/images/c/ce/Drak_Pack.jpg/revision/latest/scale-to-width-down/250?cb=20190911231553
Drizzle,https://static.wikia.nocookie.net/superheroes/images/4/46/Drizzle.jpg/revision/latest/scale-to-width-down/213?cb=20210529144204
Duck Avenger,https://static.wikia.nocookie.net/superheroes/images/5/5c/Duck_Avenger.jpg/revision/latest/scale-to-width-down/250?cb=20180719010906
Duck Dodgers,https://static.wikia.nocookie.net/superheroes/images/3/3f/22D237D3-F081-4068-885F-0F97AF8BB024.png/revision/latest/scale-to-width-down/220?cb=20200113172221
Duperman,https://static.wikia.nocookie.net/superheroes/images/d/d5/Duperman1.jpg/revision/latest/scale-to-width-down/250?cb=20191010232949
Dybbuk,https://static.wikia.nocookie.net/superheroes/images/2/22/Dybbuk.jpg/revision/latest?cb=20160412065613
Dyna Girl,https://static.wikia.nocookie.net/superheroes/images/6/64/Dynagirl.jpg/revision/latest/scale-to-width-down/180?cb=20140916231647
Dynamic Man,https://static.wikia.nocookie.net/superheroes/images/b/b5/Disambiguation.png/revision/latest/scale-to-width-down/250?cb=20180601180333
Dynamite Thor,https://static.wikia.nocookie.net/superheroes/images/1/1d/Dynamite_Thor.jpg/revision/latest/scale-to-width-down/348?cb=20181205234103
Dynomutt,https://static.wikia.nocookie.net/superheroes/images/2/23/Dynomutt.gif/revision/latest/scale-to-width-down/250?cb=20140526015858
Eagle and Gray Falcon,https://static.wikia.nocookie.net/superheroes/images/b/bd/Eagle_and_Grey_Falcon.jpg/revision/latest?cb=20171107185119
Earth Force Enforcement Force,https://static.wikia.nocookie.net/superheroes/images/1/1e/Earth_Force_Enforcement_Force.png/revision/latest/scale-to-width-down/250?cb=20220718235358
Category:Earth-Two Superheroes,https://static.wikia.nocookie.net/superheroes/images/a/ae/Earth_2.jpg/revision/latest/scale-to-width-down/180?cb=20140822161742
Easter Bunny,https://static.wikia.nocookie.net/superheroes/images/0/04/Easter_Bunny.png/revision/latest/scale-to-width-down/344?cb=20220723134331
Ekron,https://static.wikia.nocookie.net/superheroes/images/6/6e/Ekron.jpg/revision/latest/scale-to-width-down/250?cb=20141029142613
El Santo,https://static.wikia.nocookie.net/superheroes/images/7/73/El_Santo.jpg/revision/latest/scale-to-width-down/250?cb=20140124144340
El Tigre,https://static.wikia.nocookie.net/superheroes/images/6/6d/El_Tigre.png/revision/latest/scale-to-width-down/250?cb=20170210180600
Elastigirl,https://static.wikia.nocookie.net/superheroes/images/d/d3/Elastigirl.jpg/revision/latest/scale-to-width-down/250?cb=20101108015713
Elderly Superhero,https://static.wikia.nocookie.net/superheroes/images/2/26/Elderly_Superhero.jpg/revision/latest/scale-to-width-down/250?cb=20140816234810
Electra Woman,https://static.wikia.nocookie.net/superheroes/images/c/c9/Electra_Woman_01.jpg/revision/latest/scale-to-width-down/250?cb=20140414191335
Elektra in other media,https://static.wikia.nocookie.net/superheroes/images/7/7d/Elektra_Daredevil.jpg/revision/latest/scale-to-width-down/380?cb=20170727220244
Element Lad,https://static.wikia.nocookie.net/superheroes/images/a/a4/Element_Lad.jpg/revision/latest/scale-to-width-down/200?cb=20230430191423
Elementals,https://static.wikia.nocookie.net/superheroes/images/0/0b/Elementals.jpg/revision/latest/scale-to-width-down/250?cb=20160524061010
Elf-Man,https://static.wikia.nocookie.net/superheroes/images/8/82/Elf-Man.jpg/revision/latest/scale-to-width-down/250?cb=20171207185416
Elfa Strike,https://static.wikia.nocookie.net/superheroes/images/c/c2/Elfa_Strike.png/revision/latest/scale-to-width-down/250?cb=20220719205135
Elixir,https://static.wikia.nocookie.net/superheroes/images/1/16/Elixir.jpg/revision/latest/scale-to-width-down/250?cb=20231111025000
Email,https://static.wikia.nocookie.net/superheroes/images/2/24/Email.jpg/revision/latest/scale-to-width-down/180?cb=20200928011141
End League,https://static.wikia.nocookie.net/superheroes/images/2/29/The_End_League.jpg/revision/latest/scale-to-width-down/250?cb=20150224023732
Engineer (Angela Spica),https://static.wikia.nocookie.net/superheroes/images/a/ab/Engineer.jpg/revision/latest/scale-to-width-down/250?cb=20170307025236
Enigma,https://static.wikia.nocookie.net/superheroes/images/a/ae/Enigma.jpg/revision/latest/scale-to-width-down/180?cb=20220904225523
Escapist,https://static.wikia.nocookie.net/superheroes/images/f/fa/The_Escapist.jpg/revision/latest/scale-to-width-down/250?cb=20160321061207
Eternal Warrior,https://static.wikia.nocookie.net/superheroes/images/4/4e/Eternal_Warrior.jpg/revision/latest/scale-to-width-down/250?cb=20170313151507
Etrigan the Demon,https://static.wikia.nocookie.net/superheroes/images/d/d8/Etrigan_the_Demon.jpg/revision/latest/scale-to-width-down/194?cb=20191003144428
Everyman,https://static.wikia.nocookie.net/superheroes/images/2/29/Everyman_%28The_Simpsons%29.jpeg/revision/latest/scale-to-width-down/250?cb=20221205134931
Eye,https://static.wikia.nocookie.net/superheroes/images/1/1e/Eye.jpg/revision/latest/scale-to-width-down/298?cb=20171110193215
Eye-Boy,https://static.wikia.nocookie.net/superheroes/images/f/f3/Eye-Boy.jpg/revision/latest/scale-to-width-down/240?cb=20171030001134
Falcon,https://static.wikia.nocookie.net/superheroes/images/e/e3/The-Falcon.jpg/revision/latest/scale-to-width-down/250?cb=20230822163432
Fallout Boy,https://static.wikia.nocookie.net/superheroes/images/6/66/Fallout_Boy.jpeg/revision/latest/scale-to-width-down/290?cb=20200816005243
Fang,https://static.wikia.nocookie.net/superheroes/images/2/22/Fang.jpg/revision/latest?cb=20160626134314
Fantastic Femmes,https://static.wikia.nocookie.net/superheroes/images/3/34/Fantastic_Femmes.jpeg/revision/latest/scale-to-width-down/250?cb=20230130010251
Fantomah,https://static.wikia.nocookie.net/superheroes/images/4/45/Fantomah.jpg/revision/latest/scale-to-width-down/250?cb=20170804135714
Far Out Flower Power Rangers,https://static.wikia.nocookie.net/superheroes/images/a/ac/Far_Out_Flower_Power_Rangers.png/revision/latest/scale-to-width-down/250?cb=20220718234818
Fartman,https://static.wikia.nocookie.net/superheroes/images/3/3b/FartMan.jpg/revision/latest/scale-to-width-down/250?cb=20141203131905
Fatale,https://static.wikia.nocookie.net/superheroes/images/e/e2/Fatale.jpg/revision/latest?cb=20141122002432
Fate,https://static.wikia.nocookie.net/superheroes/images/9/98/Fate.jpg/revision/latest/scale-to-width-down/330?cb=20200106185333
Fatman (The Adventures of Fatman),https://static.wikia.nocookie.net/superheroes/images/c/c4/Fatman.jpg/revision/latest/scale-to-width-down/279?cb=20180805171736
Fearless Ferret and Wonder Weasel,https://static.wikia.nocookie.net/superheroes/images/f/ff/Fearless_Ferret_and_Wonder_Weasel.jpeg/revision/latest/scale-to-width-down/250?cb=20230513203627
Femforce,https://static.wikia.nocookie.net/superheroes/images/c/cd/FEMFORCE.jpg/revision/latest/scale-to-width-down/250?cb=20140707203601
Femifist,https://static.wikia.nocookie.net/superheroes/images/3/3c/Femifist.jpg/revision/latest?cb=20141206123950
Feral,https://static.wikia.nocookie.net/superheroes/images/9/96/Feral.jpg/revision/latest/scale-to-width-down/250?cb=20230914022222
Fin,https://static.wikia.nocookie.net/superheroes/images/4/4a/Fin.jpg/revision/latest/scale-to-width-down/250?cb=20160530025428
Fire,https://static.wikia.nocookie.net/superheroes/images/9/95/Fire.jpg/revision/latest/scale-to-width-down/250?cb=20230802232257
Fire Emblem,https://static.wikia.nocookie.net/superheroes/images/1/10/Fire_Emblem.jpeg/revision/latest/scale-to-width-down/250?cb=20230512161136
Fireball,https://static.wikia.nocookie.net/superheroes/images/4/44/Fireball.jpg/revision/latest/scale-to-width-down/250?cb=20230802182918
Fireball (Alex Tyler),https://static.wikia.nocookie.net/superheroes/images/c/c0/Fireball_Alex_Tyler.jpg/revision/latest/scale-to-width-down/250?cb=20230802183029
Fireball (Josh Hawkins),https://static.wikia.nocookie.net/superheroes/images/1/1c/Fireball_Josh_Hawkins.jpg/revision/latest/scale-to-width-down/250?cb=20230802183002
Firefly,https://static.wikia.nocookie.net/superheroes/images/f/f2/Firefly.jpg/revision/latest?cb=20230731172607
Flamebird,https://static.wikia.nocookie.net/superheroes/images/4/4b/Flamebird.jpg/revision/latest/scale-to-width-down/250?cb=20230419030818
Flash,https://static.wikia.nocookie.net/superheroes/images/2/24/Flash.jpg/revision/latest/scale-to-width-down/250?cb=20230414171827
Flash (Earth 2),https://static.wikia.nocookie.net/superheroes/images/c/c3/Flash_Jay_Garrick.jpg/revision/latest/scale-to-width-down/200?cb=20230414165403
Flash (Jay Garrick),https://static.wikia.nocookie.net/superheroes/images/b/be/Flash_Jay_Rebirth.jpg/revision/latest/scale-to-width-down/200?cb=20230419163313
Flex Fighters,https://static.wikia.nocookie.net/superheroes/images/0/09/The_Flex_Fighters.jpeg/revision/latest/scale-to-width-down/250?cb=20221013123943
Flighty Fluoride Scour Rangers,https://static.wikia.nocookie.net/superheroes/images/6/61/Flighty_Fluoride_Scour_Rangers.png/revision/latest/scale-to-width-down/250?cb=20220718235108
Flower Girl,https://static.wikia.nocookie.net/superheroes/images/9/95/Flower_Girl.jpg/revision/latest/scale-to-width-down/250?cb=20180811152655
Fluid Man,https://static.wikia.nocookie.net/superheroes/images/c/c8/Fluid_Man.jpg/revision/latest?cb=20191111002752
Fly,https://static.wikia.nocookie.net/superheroes/images/5/59/The_Fly.jpg/revision/latest?cb=20230731040933
Fly (Jason Troy),https://static.wikia.nocookie.net/superheroes/images/f/ff/Fly.jpg/revision/latest/scale-to-width-down/250?cb=20230731044405
Fly-Girl,https://static.wikia.nocookie.net/superheroes/images/d/d8/Fly-Girl.jpg/revision/latest/scale-to-width-down/250?cb=20230731170804
Foot Soldiers,https://static.wikia.nocookie.net/superheroes/images/0/05/Foot_Soldiers_1.jpg/revision/latest/scale-to-width-down/450?cb=20140703182458
Force Fighters Five,https://static.wikia.nocookie.net/superheroes/images/2/22/Force_Fighters_Five.png/revision/latest/scale-to-width-down/250?cb=20220718235438
Forever People,https://static.wikia.nocookie.net/superheroes/images/2/2d/Forever_People.jpg/revision/latest/scale-to-width-down/250?cb=20160624153248
Forgotten Heroes,https://static.wikia.nocookie.net/superheroes/images/b/b7/Forgotten_Heroes.jpg/revision/latest/scale-to-width-down/250?cb=20161109021835
Four Aces,https://static.wikia.nocookie.net/superheroes/images/a/ad/Four_Aces.jpg/revision/latest?cb=20160331045412
Fox,https://static.wikia.nocookie.net/superheroes/images/e/ee/The_Fox.jpg/revision/latest/scale-to-width-down/250?cb=20230731223430
Fox (Paul Patten Jr.),https://static.wikia.nocookie.net/superheroes/images/d/df/Fox_Jr..jpg/revision/latest/scale-to-width-down/250?cb=20230802020706
Fox (Travis Fox),https://static.wikia.nocookie.net/superheroes/images/6/66/Fox_Travis_Fox.jpg/revision/latest/scale-to-width-down/250?cb=20230801223451
Frank Drake,https://static.wikia.nocookie.net/superheroes/images/6/66/Frank_Drake.jpg/revision/latest/scale-to-width-down/250?cb=20170825214520
Frankenstein (DC Comics),https://static.wikia.nocookie.net/superheroes/images/3/3e/Frankenstein_DC.jpg/revision/latest/scale-to-width-down/250?cb=20150217083359
Frankenstein (Dell Comics),https://static.wikia.nocookie.net/superheroes/images/6/6f/Frankenstein_Dell.jpg/revision/latest/scale-to-width-down/180?cb=20220904224117
Frankenstein Jr.,https://static.wikia.nocookie.net/superheroes/images/b/b4/Frankenstein_Jr.png/revision/latest?cb=20191030140608
Franklin Richards,https://static.wikia.nocookie.net/superheroes/images/7/7b/Psi-Lord.jpg/revision/latest?cb=20230715161015
Freakazette,https://static.wikia.nocookie.net/superheroes/images/9/92/Freakazette.jpg/revision/latest/scale-to-width-down/250?cb=20141017223314
Freakazoid,https://static.wikia.nocookie.net/superheroes/images/3/32/Freakazoid.jpg/revision/latest/scale-to-width-down/250?cb=20160131112322
Freedom Beast,https://static.wikia.nocookie.net/superheroes/images/d/d3/Freedom_Beast.jpg/revision/latest/scale-to-width-down/250?cb=20150315125958
Freedom Force,https://static.wikia.nocookie.net/superheroes/images/c/cb/Freedomforce.jpg/revision/latest/scale-to-width-down/250?cb=20160729154652
Freedom Phalanx,https://static.wikia.nocookie.net/superheroes/images/8/87/Freedom_Phalanx.jpeg/revision/latest/scale-to-width-down/250?cb=20230603153147
French Miraculous Superhero Team,https://static.wikia.nocookie.net/superheroes/images/4/44/French_Miraculous_Superhero_Team.jpeg/revision/latest/scale-to-width-down/250?cb=20230416151256
Friendly Four,https://static.wikia.nocookie.net/superheroes/images/4/4b/Friendly_Four.jpg/revision/latest/scale-to-width-down/250?cb=20140122061208
Frog-Man,https://static.wikia.nocookie.net/superheroes/images/b/b1/Frog-Man.jpg/revision/latest/scale-to-width-down/250?cb=20170526144502
Frozone,https://static.wikia.nocookie.net/superheroes/images/b/b1/Frozone.jpg/revision/latest?cb=20140112033939
Furious,https://static.wikia.nocookie.net/superheroes/images/3/34/Furious.jpg/revision/latest/scale-to-width-down/250?cb=20140725184704
Furry Four,https://static.wikia.nocookie.net/superheroes/images/a/af/Furry_Four.jpg/revision/latest/scale-to-width-down/250?cb=20200518192647
G.I. Robot,https://static.wikia.nocookie.net/superheroes/images/f/fb/G.I._Robot.png/revision/latest/scale-to-width-down/250?cb=20170702144633
Gaia,https://static.wikia.nocookie.net/superheroes/images/3/3e/Gaia.jpg/revision/latest/scale-to-width-down/200?cb=20230714180136
Galactic Enforcers,https://static.wikia.nocookie.net/superheroes/images/c/cf/The_Galactic_Enforcers.jpeg/revision/latest/scale-to-width-down/250?cb=20221017161959
Galactic Sentinels,https://static.wikia.nocookie.net/superheroes/images/2/23/Galactic_Sentinels.jpeg/revision/latest/scale-to-width-down/250?cb=20230124135647
Gambit,https://static.wikia.nocookie.net/superheroes/images/a/ac/Gambit.jpg/revision/latest/scale-to-width-down/250?cb=20230904172233
